student_id,attendance_pct,study_hours_week,assignment_score,internal_marks,prev_sem_cgpa,activity_score,final_exam_marks
S04485,70.6,20.7,68.8,,7.43,45.3,72.17
S09385,92.6,26.2,86.9,95.3,9.61,72.2,96.08
S03623,85.5,16.8,81.1,80.6,8.22,66.9,87.78
S03356,65.1,6.2,51.3,42.2,5.29,52.4,58.81
S07518,82.4,15.6,76.9,55.7,6.0,56.2,76.7
S02529,61.5,8.9,55.9,38.5,5.69,55.0,66.69
S08836,78.8,11.0,72.6,70.6,6.14,39.8,74.3
S03563,79.9,8.2,56.4,46.8,6.12,40.8,54.78
S09899,63.3,7.5,39.3,37.9,6.31,40.0,45.62
S08000,76.5,6.7,63.8,63.6,6.81,55.3,65.0
S02734,71.4,11.7,59.3,52.9,,43.1,52.78
S08688,85.2,15.6,74.7,72.1,7.35,61.3,61.75
S07466,100.0,25.5,90.1,93.5,8.55,68.0,99.58
S05261,66.4,2.0,43.8,32.3,4.76,17.5,39.85
S04788,85.4,,78.3,75.8,,78.1,82.55
S06110,72.4,22.1,77.0,73.8,6.31,64.1,67.0
S03166,100.0,32.9,88.9,100.0,9.58,76.8,97.91
S09109,86.7,10.7,69.8,70.8,8.95,87.1,73.68
S01283,74.6,13.5,95.6,73.9,8.38,92.8,86.97
S05945,63.5,16.9,65.5,73.9,6.84,63.8,76.54
S01021,64.0,12.7,65.6,60.4,7.59,54.4,61.4
S04776,82.2,13.8,74.4,60.1,8.03,76.7,78.79
S06130,66.6,2.0,51.6,38.5,5.54,41.3,35.34
S06480,78.5,13.9,96.2,,8.28,81.4,76.85
S07928,68.2,10.0,95.0,71.2,8.06,63.8,74.64
S03786,69.2,13.3,53.2,56.1,5.59,21.6,43.76
S01941,83.8,19.1,81.1,72.0,6.01,60.7,92.1
S02619,60.3,7.9,50.3,30.0,5.25,41.4,51.64
S03008,79.5,16.8,,89.3,7.18,61.0,83.87
S06607,98.1,25.5,99.0,81.6,9.49,69.5,73.77
S06537,,19.0,78.0,60.5,6.69,80.9,75.58
S05330,92.3,25.6,86.2,83.5,8.52,73.4,90.56
S02127,81.4,,83.1,82.1,6.15,61.6,75.59
S03152,73.1,29.8,83.7,59.9,6.35,58.4,63.24
S08462,55.6,13.7,63.8,35.8,5.43,42.4,55.45
S06413,93.9,25.6,93.9,94.2,6.85,,78.94
S05681,,17.1,72.2,81.2,6.79,53.4,80.7
S01716,100.0,38.2,100.0,,,91.0,99.06
S06913,99.4,13.9,81.6,66.0,8.26,64.9,71.37
S02198,70.3,14.4,80.4,55.7,7.96,59.8,67.42
S06709,67.6,20.0,61.5,68.7,6.85,82.7,70.25
S05075,74.2,23.0,67.1,71.4,7.65,74.1,73.39
S07001,84.6,18.5,77.0,70.4,8.19,80.9,79.98
S06055,86.9,26.3,89.7,75.2,8.41,81.4,100.0
S05092,90.1,22.2,92.1,100.0,9.54,74.7,95.29
S02585,81.9,13.4,54.7,68.3,,59.6,66.84
S08077,72.3,19.5,82.9,64.3,8.86,61.2,82.42
S04653,71.1,4.1,70.8,52.4,8.13,66.0,45.27
S01952,93.1,15.9,66.8,73.9,6.9,69.4,78.6
S02786,78.5,12.7,68.4,87.8,7.83,52.0,72.38
S01427,60.1,17.0,66.0,66.1,7.65,49.2,63.15
S00275,48.3,2.0,34.4,30.0,4.73,30.4,11.61
S07929,88.5,16.4,85.4,68.7,7.47,63.0,80.89
S09254,75.2,27.1,81.9,71.8,7.75,68.9,83.87
S06340,83.5,21.5,87.2,81.6,7.22,68.4,78.55
S04578,75.7,9.5,83.2,68.7,,70.4,86.99
S04084,69.7,21.6,67.5,54.3,7.84,59.4,68.74
S01644,95.8,17.9,66.5,74.8,8.48,53.14,89.46
S09525,82.6,17.7,73.9,64.2,6.19,35.6,72.34
S02353,89.4,19.7,81.0,70.8,8.16,62.4,82.55
S04500,70.2,14.7,,62.0,6.23,42.9,71.22
S03847,80.2,24.9,77.2,85.2,,59.6,95.44
S07999,69.8,14.6,66.9,,8.15,54.4,76.71
S02174,65.1,16.9,66.5,68.0,6.72,62.1,56.26
S00417,68.9,14.5,68.3,70.9,7.57,74.8,68.38
S03871,60.0,18.1,,,7.83,63.9,55.59
S01420,55.2,16.8,55.2,49.5,6.62,50.4,46.31
S04539,67.1,4.1,50.5,37.2,5.46,41.9,43.26
S07841,75.2,9.9,77.0,59.8,8.52,79.7,72.07
S01326,86.7,29.9,100.0,90.5,8.79,82.1,85.19
S04694,75.9,10.7,56.8,54.0,6.01,,60.25
S01932,84.3,14.9,63.8,63.9,7.08,49.1,74.97
S09262,60.0,11.6,62.8,58.4,6.25,47.2,56.22
S04929,85.7,25.7,61.3,75.0,7.67,68.1,89.05
S01165,86.8,17.1,74.9,73.7,7.2,76.2,75.68
S05708,58.9,5.0,60.5,31.8,6.32,25.7,35.42
S02743,67.1,18.9,66.1,67.6,6.55,50.7,63.78
S06563,52.0,2.0,30.0,31.6,5.04,36.5,32.65
S07055,85.9,21.1,86.6,75.9,7.87,78.5,88.36
S00461,72.5,12.4,47.4,35.7,5.97,,67.13
S06783,95.7,19.5,82.2,78.0,7.54,68.8,63.24
S07142,62.9,10.1,45.4,39.2,,58.6,42.06
S00546,78.2,10.1,79.9,73.4,7.65,61.8,82.83
S05702,89.9,16.3,69.2,64.0,5.28,54.4,57.5
S09198,59.9,27.5,71.4,63.3,8.35,,75.26
S07498,65.1,14.6,60.7,70.6,6.92,50.0,82.0
S07320,84.6,12.1,67.2,60.1,7.8,53.3,74.0
S01853,91.5,11.9,89.2,68.4,8.05,66.3,88.13
S06986,95.5,31.6,87.3,64.9,9.26,,100.0
S04417,95.2,4.8,87.6,80.9,8.39,73.7,84.5
S01552,70.9,23.7,59.8,69.6,5.87,68.2,62.69
S06375,95.5,25.0,68.9,90.0,8.96,71.6,82.78
S04920,65.2,14.1,86.1,74.0,8.12,57.0,79.35
S08827,92.6,,90.4,100.0,,85.9,100.0
S08490,100.0,30.4,100.0,85.6,10.0,77.7,100.0
S03778,70.4,8.0,63.7,57.1,7.95,51.7,62.07
S06706,79.8,40.0,94.2,86.3,8.42,75.3,96.46
S04708,55.8,5.0,51.9,33.6,4.98,36.7,28.18
S08529,65.3,15.1,67.1,54.2,7.22,53.9,64.86
S01176,77.5,20.3,68.2,65.7,6.87,,72.83
S00174,74.4,10.6,54.5,60.9,5.99,37.3,48.44
S05463,58.0,3.0,45.0,30.0,4.63,18.3,37.47
S02332,68.4,15.5,63.4,62.9,,69.7,63.22
S02049,76.8,12.7,76.1,73.9,6.38,78.3,68.13
S02171,77.4,12.3,83.6,56.1,7.58,44.8,65.97
S06524,80.9,12.4,74.2,58.0,7.64,,55.85
S02470,87.8,20.5,73.2,67.6,6.69,61.2,82.49
S01597,60.1,24.2,50.8,63.7,,51.7,67.78
S03645,56.7,11.3,46.2,48.7,5.51,27.2,40.14
S04063,67.3,14.3,,42.4,5.8,58.7,50.42
S05344,79.6,16.9,65.6,67.6,7.08,63.0,70.21
S04833,52.9,2.0,53.2,46.1,4.65,31.8,21.23
S07647,90.1,16.3,96.4,89.4,9.44,87.1,97.7
S03987,87.0,14.7,85.3,87.6,4.47,79.0,63.5
S07899,64.8,10.6,69.3,48.7,5.25,46.7,56.58
S02118,86.2,10.1,50.6,44.1,6.48,38.5,59.25
S07585,73.8,13.8,67.9,63.3,,63.7,67.69
S06752,74.6,9.8,59.3,62.8,8.73,76.9,82.25
S09410,59.0,8.6,58.2,55.9,6.08,46.7,63.83
S05669,81.8,,83.6,76.6,5.89,,74.93
S03025,70.2,12.3,60.5,48.4,5.95,50.2,53.84
S04189,78.5,24.8,65.1,82.8,7.38,53.7,90.91
S07897,58.3,9.2,57.0,55.4,5.48,57.0,66.92
S08831,76.4,17.8,65.2,51.5,7.32,64.6,46.3
S00260,53.1,5.8,53.7,51.1,5.15,40.2,32.33
S07921,60.2,11.8,45.8,54.9,5.12,36.8,75.41
S01692,92.0,13.8,72.6,69.9,4.59,67.6,80.74
S09707,85.6,13.0,76.4,71.5,7.58,68.8,68.99
S08247,84.5,18.0,50.0,53.6,6.7,58.4,56.04
S07384,67.0,26.8,68.9,59.0,8.47,58.1,69.41
S04069,55.4,9.0,46.6,46.6,5.78,49.0,57.31
S03294,75.6,19.6,79.4,74.8,7.3,58.7,82.62
S05445,62.9,18.9,,73.8,6.18,64.1,80.89
S01760,100.0,24.1,92.6,81.0,8.22,88.4,84.05
S01196,83.4,28.6,87.3,100.0,9.3,77.5,89.87
S07344,83.4,14.6,56.4,67.9,7.46,72.7,72.42
S03204,87.1,28.6,68.0,69.9,7.38,56.4,78.45
S06564,72.0,5.5,88.4,53.7,7.33,66.3,79.18
S06313,78.9,21.7,86.0,82.4,7.78,72.7,93.89
S04089,73.5,14.9,66.1,61.8,5.98,51.5,54.68
S04194,67.8,21.0,73.4,71.8,6.93,77.6,80.26
S02150,69.6,20.3,89.8,72.0,8.96,83.7,78.17
S07697,74.3,36.5,74.4,83.7,8.07,75.2,86.92
S01618,,18.0,78.0,66.7,6.26,,80.67
S03897,54.3,15.2,51.7,49.0,6.2,52.6,64.03
S06057,80.1,10.3,65.1,59.0,6.3,81.0,65.62
S05327,64.5,3.3,66.7,61.3,6.71,52.5,54.88
S04214,72.8,15.2,73.8,68.4,6.14,53.6,65.24
S06979,66.8,10.3,71.1,59.7,8.1,66.9,63.92
S08603,59.8,5.7,63.8,52.0,8.27,43.2,41.97
S08351,75.6,19.2,83.5,64.6,,60.1,86.72
S01865,81.8,11.6,64.9,54.3,6.26,50.2,72.42
S06705,95.2,35.0,81.6,72.6,8.41,68.1,79.9
S06050,95.2,30.4,96.7,87.0,10.0,61.9,100.0
S05380,47.7,2.0,60.9,41.6,5.86,,44.83
S06591,77.0,13.5,58.1,66.9,7.38,53.6,68.59
S05182,78.5,19.0,74.0,76.1,5.78,76.3,66.04
S07894,54.6,12.3,58.7,49.8,5.99,60.2,38.21
S03399,61.6,2.3,50.8,70.7,7.31,48.5,59.61
S07901,96.6,22.5,65.0,62.9,7.37,64.6,80.06
S05960,78.7,5.4,71.4,71.7,7.79,54.5,83.54
S02114,74.9,8.4,66.9,54.4,6.07,50.6,54.57
S00633,83.5,12.7,70.8,73.1,8.3,64.8,76.56
S03033,63.9,10.4,45.0,55.7,6.18,64.6,50.4
S02795,97.7,23.2,81.4,90.7,,77.6,91.77
S06029,79.8,23.8,100.0,75.4,8.88,70.1,83.31
S07964,64.5,10.8,67.0,63.5,7.17,71.5,64.18
S03510,69.9,24.5,73.1,68.9,7.08,70.8,72.86
S08920,87.3,30.2,88.5,82.2,8.51,84.4,84.63
S05080,82.0,23.9,73.4,75.0,5.93,81.3,77.52
S05066,64.6,10.1,65.9,55.3,6.52,57.8,54.79
S03401,78.1,23.1,73.9,70.6,6.56,66.3,62.55
S02105,71.2,8.1,58.3,48.7,6.01,42.3,48.21
S08196,80.7,26.1,81.8,82.1,9.21,44.5,90.84
S06485,88.7,19.3,85.8,74.5,8.78,64.5,76.6
S07373,60.7,9.7,55.5,49.7,5.53,38.7,51.8
S02030,56.8,7.3,39.4,42.1,5.92,50.6,42.07
S06830,48.1,13.7,49.7,42.5,6.43,34.0,40.89
S05203,75.4,17.6,73.0,71.7,6.15,60.6,66.98
S08527,68.3,12.5,69.7,61.0,8.88,37.2,61.29
S01851,91.8,24.9,89.8,81.6,,69.2,100.0
S06820,84.2,12.9,75.6,88.7,4.8,71.1,79.32
S08065,87.3,19.2,85.7,86.6,,64.9,91.0
S05419,89.6,18.2,77.2,73.9,6.04,47.2,63.35
S01631,92.9,31.4,82.8,81.1,7.17,88.9,75.86
S09737,45.9,12.4,58.1,45.8,6.08,43.1,58.38
S08664,86.1,16.2,79.3,70.1,8.9,72.5,87.25
S01780,79.6,15.0,89.1,85.7,8.46,72.2,93.95
S03273,93.1,32.6,100.0,92.1,9.75,86.8,100.0
S07656,80.3,38.0,95.5,96.2,,87.6,100.0
S02391,87.0,15.9,90.4,75.5,7.57,78.4,72.36
S03977,72.0,11.4,66.7,46.6,6.21,44.5,54.23
S07094,65.6,2.0,66.1,45.4,6.16,49.9,50.85
S09062,82.6,20.1,54.0,49.1,6.77,41.2,71.67
S06715,65.1,4.6,54.2,41.8,6.6,31.4,43.09
S02809,87.1,29.3,88.5,94.5,9.08,75.5,100.0
S08663,74.5,13.1,78.5,64.9,8.49,78.4,82.8
S04958,47.1,14.2,66.8,51.6,5.65,47.6,53.17
S00378,86.0,15.8,68.7,44.6,6.76,61.8,49.5
S03028,82.9,,77.2,71.7,5.88,67.2,69.63
S08493,91.3,19.8,78.7,78.6,6.64,56.4,83.93
S02921,70.4,13.8,69.3,64.5,6.99,56.8,68.18
S04830,51.1,19.0,49.9,38.4,5.02,47.6,28.62
S07624,73.8,11.9,73.3,68.2,6.27,60.0,79.44
S04058,56.9,18.0,75.1,53.7,6.24,,63.42
S02886,78.3,21.0,77.4,66.3,8.26,59.6,93.45
S08233,68.1,8.8,40.0,49.4,5.69,,43.82
S04273,100.0,37.1,100.0,97.9,9.62,77.0,100.0
S02499,70.7,12.2,69.0,64.9,6.07,49.8,53.62
S02090,86.4,,81.5,78.5,8.56,56.9,88.83
S00009,72.8,12.4,64.0,50.1,5.65,44.6,56.06
S05932,65.1,17.1,65.7,67.3,6.05,63.3,58.61
S06918,91.6,21.7,78.5,91.4,8.79,81.2,87.87
S09418,88.7,16.4,68.1,67.7,7.7,78.8,75.35
S05616,59.0,9.5,57.7,44.7,,29.9,59.94
S06714,68.4,10.3,67.9,68.4,6.07,47.5,61.63
S03558,82.8,21.8,87.6,79.0,6.29,36.1,67.9
S00107,81.5,20.2,66.8,71.2,7.58,63.3,73.36
S09099,71.6,16.1,85.9,73.4,8.81,69.1,83.91
S08076,76.1,15.8,78.0,69.2,8.39,64.0,87.82
S09477,79.9,16.6,48.8,64.1,7.1,75.5,62.62
S06461,80.0,12.0,94.9,74.4,9.57,67.5,84.94
S08854,81.7,18.5,70.2,72.0,5.6,41.5,55.93
S02545,74.6,12.1,80.0,65.9,8.77,51.0,79.85
S01701,78.4,11.7,72.4,71.8,7.43,65.8,79.9
S02744,62.3,23.3,76.8,52.4,8.19,44.9,64.42
S05161,76.7,33.1,75.6,74.3,7.13,66.5,94.39
S03482,73.7,14.2,98.4,68.5,9.14,52.0,85.68
S06253,78.8,19.3,72.8,73.6,6.22,48.4,75.56
S09878,64.3,16.5,58.3,37.2,4.43,38.9,51.06
S05516,84.9,2.6,71.3,79.9,7.35,65.8,65.88
S03767,70.2,19.8,74.3,63.7,7.44,66.6,82.38
S09104,74.3,4.1,44.7,34.3,4.89,40.2,42.04
S09948,76.2,26.1,61.3,67.0,7.61,41.9,64.93
S03763,70.8,15.2,89.8,64.7,8.93,56.7,100.0
S03363,90.5,34.0,68.9,80.7,9.6,86.0,100.0
S09703,81.1,19.3,76.3,69.6,6.1,85.2,83.43
S08325,74.0,20.4,69.2,54.4,8.31,77.4,76.71
S02986,77.5,24.4,86.2,81.4,7.81,58.6,73.1
S00164,65.8,19.3,92.5,75.8,6.86,55.6,70.19
S01132,50.9,8.5,48.9,51.1,4.71,38.8,42.95
S08963,77.1,,65.8,44.6,4.99,41.4,35.02
S06717,62.9,14.6,75.3,56.3,6.72,40.5,63.71
S01369,82.1,12.6,61.2,63.3,7.61,46.3,76.77
S08530,66.1,15.7,52.2,53.1,5.27,48.5,60.09
S05440,71.7,6.6,65.9,63.2,6.45,40.8,67.55
S07905,81.7,15.6,70.2,53.7,6.84,48.5,65.13
S05112,81.1,23.1,85.0,78.0,7.05,49.2,81.01
S07354,59.8,20.3,66.4,73.4,5.89,48.3,70.13
S03286,63.3,10.1,81.7,53.8,7.94,33.5,76.79
S04779,62.4,14.8,,47.2,5.89,46.5,44.22
S07362,76.9,18.9,67.4,57.3,7.24,61.2,60.4
S06754,67.7,6.9,52.6,30.0,5.31,59.2,34.99
S04740,94.8,28.9,100.0,100.0,9.27,83.0,100.0
S08554,67.8,10.8,55.1,57.2,6.32,,53.85
S02838,40.0,2.1,47.9,37.9,4.0,44.8,24.99
S00187,97.0,26.0,91.1,93.7,9.46,87.7,100.0
S00869,83.5,23.2,85.0,69.5,8.44,39.4,82.9
S03314,,2.0,43.5,41.9,4.96,46.1,47.14
S00336,90.2,,72.4,66.6,8.67,,76.14
S02504,78.2,22.6,80.7,75.3,6.37,77.3,71.81
S09944,74.3,10.2,87.9,76.3,7.36,60.7,63.8
S01128,66.3,4.7,55.7,54.3,6.11,58.4,58.26
S03446,85.9,24.3,82.1,79.6,7.02,66.5,89.82
S03124,70.5,10.0,56.4,66.3,5.42,53.8,57.24
S01469,68.9,6.3,51.7,33.8,5.18,25.6,38.19
S09026,67.3,6.0,65.8,63.1,8.33,,70.84
S06670,67.4,11.1,60.4,48.7,,54.6,62.81
S04427,78.9,14.6,68.3,43.3,6.58,50.6,59.91
S07239,63.1,,59.8,50.7,5.9,48.6,57.37
S02911,64.8,2.4,56.6,38.3,5.33,35.4,47.38
S01964,70.5,13.1,45.4,65.7,4.98,47.09,62.34
S00074,55.1,2.0,30.0,35.9,4.0,41.4,33.41
S09125,74.0,10.4,,54.7,7.43,60.1,60.61
S00755,92.9,36.8,,81.4,9.45,57.8,82.13
S01149,99.5,28.4,,82.7,8.86,70.1,100.0
S02668,89.4,28.4,100.0,100.0,10.0,75.3,95.02
S07090,54.8,2.0,54.8,37.0,5.11,31.4,36.68
S00277,60.2,2.0,38.8,30.0,4.0,40.1,27.53
S09891,45.8,11.9,34.1,38.2,5.53,51.7,28.8
S08298,60.8,21.8,,61.0,9.17,62.4,78.56
S02715,80.2,16.5,58.4,43.4,,58.1,53.41
S00355,76.7,20.4,79.9,71.0,8.67,68.4,72.0
S06450,92.4,14.4,82.5,69.8,6.31,41.8,66.51
S08218,70.3,8.1,61.5,60.5,8.24,53.1,76.45
S07441,92.3,23.4,100.0,98.4,10.0,76.7,100.0
S03922,69.5,4.2,53.6,33.0,6.74,48.0,28.29
S07047,69.2,7.4,43.7,35.8,5.1,26.8,42.61
S07251,69.2,19.3,71.2,66.6,8.25,49.0,69.64
S01943,79.4,16.0,76.2,64.4,7.24,48.2,72.7
S03424,63.0,17.5,46.5,58.4,6.86,70.5,81.57
S05811,52.7,9.5,31.8,51.1,6.13,36.3,23.59
S02825,51.7,9.0,42.4,30.1,5.79,36.4,38.17
S08654,97.4,28.8,100.0,94.6,10.0,100.0,100.0
S04009,53.0,2.0,42.3,37.2,4.58,57.1,44.63
S08039,66.7,10.5,58.0,63.6,7.8,52.2,77.1
S00193,67.1,8.8,48.5,45.1,6.75,44.6,57.16
S04154,63.7,4.6,39.0,37.1,5.03,42.8,39.32
S03789,74.6,10.7,68.9,69.9,8.47,67.9,73.41
S04791,70.3,16.1,100.0,70.7,8.58,78.3,89.83
S01417,69.0,2.1,62.2,42.6,4.86,52.1,52.47
S01627,85.1,21.8,81.9,70.6,8.69,46.3,72.12
S00589,88.1,25.1,88.6,77.8,7.96,57.9,93.08
S09614,60.2,2.5,37.9,33.3,5.42,,48.74
S07755,70.5,13.9,,73.6,7.57,71.5,84.51
S08412,64.6,13.5,60.5,43.5,5.86,39.5,57.83
S01131,79.7,32.6,94.1,78.1,9.69,72.0,96.4
S00989,61.4,8.8,57.4,37.3,6.05,26.5,37.35
S03075,66.0,12.4,81.8,62.7,8.56,43.3,80.69
S06224,68.5,11.4,64.9,54.4,6.41,57.0,55.71
S08296,72.0,14.5,,71.1,6.84,60.3,79.3
S06003,85.1,35.2,59.8,62.7,8.72,71.2,93.32
S04610,92.2,35.4,64.1,61.3,8.59,56.5,73.43
S05830,79.1,14.7,69.49,65.7,,76.0,68.37
S00067,66.0,15.6,64.1,49.4,6.66,56.8,75.06
S09620,62.2,6.5,60.4,51.9,5.53,55.1,48.71
S03602,78.4,2.6,67.1,61.5,7.05,49.5,61.44
S06107,74.4,7.0,,33.0,7.2,50.0,48.68
S06486,82.8,27.4,72.3,82.7,8.62,78.2,94.39
S00308,93.3,14.6,82.5,71.4,8.39,39.0,74.73
S00217,73.7,16.2,59.9,56.9,7.71,27.2,63.58
S06155,71.5,29.0,88.0,72.4,8.7,73.2,85.68
S09076,78.5,9.5,69.2,79.9,7.13,60.4,79.08
S02104,81.9,17.4,70.4,76.4,7.96,66.2,85.29
S08640,67.2,14.0,59.0,44.6,6.57,49.3,49.91
S07512,68.7,6.7,48.1,52.7,5.28,,52.75
S00776,95.2,22.5,66.4,73.1,8.08,87.0,82.67
S06366,90.0,21.2,71.8,73.6,8.3,41.0,79.45
S02063,90.3,21.5,84.2,80.7,6.21,64.5,89.09
S01497,74.1,13.3,95.5,69.4,8.94,69.3,77.64
S03842,80.7,19.3,74.4,81.8,6.3,59.8,92.07
S09493,59.3,11.9,67.6,49.2,6.11,64.8,54.86
S02757,76.2,22.0,73.1,72.0,7.09,32.7,70.29
S05091,65.6,6.2,,55.9,,40.4,60.87
S04466,81.9,22.6,75.3,82.9,8.64,67.4,79.82
S03176,78.7,16.7,64.7,53.7,6.56,78.8,54.71
S08321,64.5,16.5,80.9,68.0,7.22,82.3,56.31
S00660,79.2,16.4,72.3,67.2,,,77.7
S02658,78.5,11.8,66.5,68.1,7.07,64.8,61.91
S03851,78.2,18.8,,66.4,7.09,,58.84
S00085,48.2,11.3,50.7,30.0,5.63,20.3,39.57
S02910,71.7,16.8,61.9,44.7,6.82,38.9,59.63
S08112,73.1,13.6,100.0,68.6,,90.7,76.46
S02811,61.0,15.3,61.9,51.7,8.3,55.2,64.38
S09611,68.1,21.6,78.2,75.1,9.11,71.5,85.75
S04210,92.1,23.6,89.3,100.0,8.61,85.1,100.0
S02895,67.6,10.7,49.5,72.1,6.82,62.3,50.43
S07758,78.4,20.4,70.1,86.6,7.72,72.5,94.67
S08927,79.3,16.9,77.8,81.5,8.42,59.1,76.87
S00886,60.0,7.5,52.4,63.1,6.13,52.6,49.54
S00596,69.8,16.0,79.9,72.5,,41.8,75.16
S07674,75.2,21.8,91.0,70.7,6.23,73.4,74.01
S03076,83.0,,93.5,71.6,8.69,72.2,92.67
S03311,89.0,34.1,64.6,67.8,8.02,56.6,78.69
S04559,75.4,15.8,62.7,62.6,8.23,57.7,75.97
S07290,75.9,22.4,74.2,71.8,6.39,48.2,75.37
S03647,82.3,14.7,82.2,80.4,4.46,82.0,68.7
S06847,57.2,,52.1,48.6,4.27,39.5,29.88
S02045,79.9,14.7,81.5,76.6,8.12,75.3,79.34
S04783,71.7,15.86,59.5,53.1,5.97,37.5,45.37
S00384,67.0,16.0,77.8,72.0,6.72,44.3,71.99
S08135,61.4,11.9,71.5,61.2,7.38,44.8,66.23
S02449,59.1,,48.2,30.0,4.44,36.2,24.8
S09312,61.2,15.2,61.2,51.1,6.49,54.4,52.79
S05899,65.4,8.3,74.4,59.6,8.67,67.6,68.96
S05615,93.7,20.3,79.8,91.8,9.3,79.8,96.68
S04423,91.2,15.1,89.8,90.5,9.64,72.4,91.1
S04879,62.9,2.0,38.2,31.5,4.0,32.2,26.48
S00661,54.4,7.6,56.0,50.3,,41.4,42.6
S03547,75.2,21.6,73.7,72.2,8.74,66.2,69.61
S01732,,7.7,46.2,58.4,5.99,65.4,57.33
S00779,,7.0,49.9,33.7,4.87,23.4,38.45
S06079,84.2,25.9,62.0,61.2,8.11,58.1,90.62
S06349,,23.2,,83.5,7.93,69.1,93.2
S01976,72.5,20.0,67.3,75.3,6.96,70.8,77.63
S02362,72.8,8.9,,66.1,8.58,71.8,71.93
S01558,86.9,18.3,82.6,75.6,6.12,69.7,68.55
S06326,76.1,17.5,63.9,45.5,,58.4,56.58
S09122,82.3,6.8,65.3,59.0,6.45,58.3,66.84
S09298,66.8,2.2,36.5,37.8,5.35,41.9,35.4
S04563,,15.4,76.8,86.3,9.54,93.8,79.92
S02582,66.9,18.7,64.9,47.8,7.09,55.5,75.8
S01765,52.5,4.3,44.8,33.5,5.1,37.4,28.56
S07669,54.1,7.5,,50.4,4.25,35.6,36.85
S00629,98.7,21.7,80.9,72.1,9.03,70.2,100.0
S09626,70.8,18.1,65.4,62.5,7.74,41.7,67.41
S00490,82.3,19.9,81.2,71.2,6.26,44.4,65.33
S04373,100.0,33.3,94.3,100.0,8.31,,93.58
S06946,88.2,17.0,64.6,72.2,7.35,60.7,62.01
S06083,84.5,25.3,95.7,78.3,9.5,68.4,85.58
S03290,48.9,2.0,42.1,42.3,5.33,42.0,22.89
S00312,97.2,17.1,67.4,79.4,8.56,63.2,93.14
S02380,60.4,7.7,59.6,56.5,6.17,48.5,43.38
S01145,80.1,24.2,87.5,79.5,7.92,60.2,75.28
S01675,61.7,5.5,68.8,58.3,4.58,67.4,48.8
S01213,82.1,14.1,73.8,36.0,,49.0,37.99
S02215,,10.3,77.1,62.3,8.67,60.4,62.03
S08304,94.5,23.3,88.0,84.1,8.9,63.9,96.28
S00201,72.6,11.0,67.8,61.8,7.33,61.6,74.96
S01708,75.4,13.9,84.0,63.5,8.45,74.2,69.87
S01439,53.2,11.8,48.8,43.9,7.35,46.9,48.02
S07914,93.2,13.5,66.9,53.4,6.75,57.0,65.24
S08279,72.6,6.5,51.5,54.4,6.59,45.1,52.58
S02598,76.0,18.4,63.6,61.1,6.82,60.2,61.52
S01711,75.6,11.7,55.4,60.4,7.21,53.2,60.27
S07992,85.4,16.0,77.5,64.8,5.97,51.4,76.49
S00899,74.6,15.0,68.0,66.0,9.02,74.0,90.8
S01206,86.3,22.0,84.8,73.8,6.5,54.0,69.0
S06406,79.4,24.1,61.6,85.0,7.46,86.4,64.41
S00679,73.8,12.0,54.8,70.5,7.61,55.0,82.06
S03818,68.0,9.9,76.8,65.8,7.99,51.7,78.88
S04441,93.4,36.7,89.9,100.0,10.0,85.5,100.0
S08427,67.0,6.9,70.6,55.0,7.49,50.7,66.38
S05665,79.4,14.7,100.0,76.0,9.14,78.7,95.65
S03559,93.4,24.0,68.7,81.3,8.42,60.1,83.95
S02288,87.8,15.5,59.7,53.3,6.43,25.8,67.87
S03942,61.7,14.3,56.4,68.0,6.66,41.2,67.21
S00900,46.3,2.5,38.1,37.3,4.58,35.0,13.24
S04326,72.0,16.2,70.3,62.1,7.09,67.2,47.46
S04932,85.0,20.0,83.5,70.1,9.8,64.2,91.34
S00590,78.6,,69.4,71.5,7.32,58.2,80.24
S01578,55.5,3.1,60.3,39.6,8.86,53.5,56.41
S09749,82.3,20.3,71.8,86.1,7.83,80.7,81.54
S09838,79.6,19.2,57.0,67.3,7.0,49.4,75.78
S04381,70.4,18.3,85.4,67.4,7.12,57.2,80.84
S00489,79.4,27.5,87.1,82.4,,71.8,97.41
S09529,77.5,15.0,75.3,64.0,6.26,71.4,56.33
S05270,68.9,5.1,59.4,33.8,5.65,47.0,50.77
S01081,70.4,10.2,80.9,64.3,8.76,59.9,63.92
S07617,52.5,7.6,57.7,46.2,5.54,39.7,38.69
S09947,93.2,20.9,84.9,83.0,8.72,68.4,88.17
S00330,80.8,33.2,83.2,89.6,8.19,66.7,97.49
S06244,73.0,5.3,69.3,57.9,6.21,52.7,51.74
S02371,85.5,19.6,84.6,81.4,8.22,83.6,76.77
S05236,66.6,14.6,54.9,45.4,5.23,33.0,35.38
S08721,88.1,15.1,70.7,68.3,6.23,59.6,60.62
S05480,97.7,28.2,90.9,88.5,,82.3,98.88
S08223,57.4,19.4,57.4,58.7,8.34,51.0,58.34
S07315,97.1,21.4,76.3,72.5,8.43,64.3,82.4
S09906,87.8,9.6,76.8,66.2,6.8,53.7,71.15
S00029,49.6,3.6,63.8,41.6,5.74,33.5,52.5
S00488,71.4,11.4,73.9,69.9,8.49,67.8,76.55
S08207,68.7,3.1,48.1,30.0,5.52,37.3,30.76
S04919,67.5,14.8,,69.1,7.17,53.7,74.86
