student_id,attendance_pct,study_hours_week,assignment_score,internal_marks,prev_sem_cgpa,activity_score,final_exam_marks
S04326,90.4,16.6,52.9,67.6,6.24,82.9,70.86
S04327,74.0,18.9,37.2,46.0,4.58,36.0,49.73
S04328,89.0,1.0,49.0,64.5,7.31,53.9,57.17
S04329,97.0,27.3,63.3,78.8,7.81,66.4,78.12
S04330,76.0,13.0,50.7,61.5,7.36,44.4,60.44
S04331,86.8,20.3,60.0,80.8,10.0,66.0,82.21
S04332,68.5,16.4,44.5,48.5,7.95,54.5,59.82
S04333,87.5,9.0,54.5,67.6,7.68,38.1,47.42
S04334,82.0,10.5,53.9,64.3,8.02,39.8,63.74
S04335,84.7,11.5,51.6,62.2,6.97,80.0,54.24
S04336,73.5,25.6,56.6,62.7,8.62,35.1,61.29
S04337,63.4,17.0,50.1,51.6,7.93,31.6,59.94
S04338,85.0,14.3,58.9,72.5,7.88,61.9,53.38
S04339,59.4,11.5,43.5,55.2,6.75,54.4,59.82
S04340,76.8,26.4,48.7,68.6,5.62,28.8,65.33
S04341,89.4,28.2,53.1,78.0,6.9,44.6,71.24
S04342,81.9,26.3,64.6,64.2,7.84,38.7,72.52
S04343,99.5,21.4,50.7,68.0,6.97,42.2,72.62
S04344,90.3,20.0,55.6,70.7,7.85,100.0,70.34
S04345,73.5,9.5,43.6,60.8,7.22,48.9,57.72
S04346,80.3,16.3,42.2,67.8,8.02,37.4,53.3
S04347,79.5,13.2,49.1,53.9,6.33,95.4,61.51
S04348,64.2,5.2,42.9,50.3,7.73,72.8,52.67
S04349,70.6,25.4,49.5,66.9,6.73,69.5,70.89
S04350,74.4,13.1,42.3,45.1,5.65,38.3,49.63
S04351,59.6,26.4,52.5,54.0,7.3,78.8,61.68
S04352,80.5,24.2,65.0,76.4,9.34,71.3,67.15
S04353,77.5,21.9,40.7,66.2,5.75,57.9,58.13
S04354,63.3,22.3,59.4,54.6,7.64,20.7,61.54
S04355,84.0,13.7,53.4,66.8,8.46,54.6,66.59
S04356,87.2,31.0,69.3,83.5,10.0,89.6,91.54
S04357,82.3,18.3,52.2,70.8,6.91,59.4,65.28
S04358,76.8,20.1,50.1,63.3,6.74,47.5,58.9
S04359,85.9,13.5,51.6,52.4,6.1,50.4,58.97
S04360,86.8,11.5,64.1,65.6,8.87,51.8,60.95
S04361,83.1,21.3,55.6,71.7,6.46,39.0,71.15
S04362,71.8,19.5,47.3,61.1,7.06,54.2,53.84
S04363,82.8,12.5,44.0,50.2,5.28,83.9,50.62
S04364,92.0,7.9,52.4,69.9,8.56,81.6,56.83
S04365,74.0,9.1,56.0,66.0,8.89,39.9,59.08
S04366,100.0,26.4,67.3,67.3,8.51,80.5,79.32
S04367,74.7,13.7,41.4,42.7,5.57,70.2,59.64
S04368,80.3,15.6,61.6,70.2,8.23,67.7,64.76
S04369,73.3,28.2,53.7,70.9,5.49,63.6,62.15
S04370,82.2,10.1,61.5,68.0,7.57,36.4,44.01
S04371,62.6,12.9,41.3,41.4,7.75,46.9,50.09
S04372,74.5,12.6,49.3,52.6,7.87,71.7,56.45
S04373,69.1,29.3,53.1,67.9,8.14,30.9,64.9
S04374,81.4,32.0,72.4,79.1,7.49,34.2,82.77
S04375,89.9,23.3,49.7,61.4,5.15,61.1,64.59
S04376,86.5,23.5,65.3,71.1,8.14,39.2,66.68
S04377,56.3,13.9,50.3,59.3,7.62,71.5,48.93
S04378,100.0,31.6,58.6,78.8,6.42,39.9,66.22
S04379,83.0,19.9,48.3,63.3,5.62,59.9,56.48
S04380,72.2,24.0,60.3,65.0,9.35,61.6,69.52
S04381,81.6,17.3,64.3,76.5,8.98,45.4,55.22
S04382,81.8,16.1,53.6,64.5,8.35,50.2,61.34
S04383,73.3,29.6,48.2,58.2,6.69,41.4,66.05
S04384,82.0,21.8,50.4,55.3,4.48,54.6,50.46
S04385,73.9,28.2,49.3,65.1,8.42,35.8,63.53
S04386,76.0,19.8,54.3,67.6,7.94,50.5,56.85
S04387,73.1,12.1,53.2,49.9,7.05,70.0,38.43
S04388,65.7,13.9,53.2,58.1,8.85,32.3,51.66
S04389,81.5,18.7,52.4,64.3,8.52,45.3,56.61
S04390,85.9,13.6,47.1,68.2,7.71,65.4,65.78
S04391,85.1,10.2,58.5,62.0,7.54,13.4,60.54
S04392,88.2,26.4,56.3,68.3,7.56,92.1,64.0
S04393,83.2,14.2,48.9,68.4,8.32,75.9,70.44
S04394,74.7,19.0,54.5,61.6,6.47,24.2,61.86
S04395,88.4,20.1,61.6,79.3,8.01,12.9,65.91
S04396,66.4,13.9,37.1,49.9,6.4,55.6,51.21
S04397,71.0,28.2,72.5,84.2,9.1,32.6,67.65
S04398,70.4,10.2,45.4,68.1,8.14,74.2,42.46
S04399,90.8,19.8,58.1,70.5,6.67,62.9,66.41
S04400,89.4,19.7,67.7,75.6,7.6,57.5,61.38
S04401,84.9,17.6,55.7,67.4,6.48,43.6,59.96
S04402,90.7,8.9,59.5,75.7,9.3,87.0,69.91
S04403,71.2,24.1,48.6,65.7,9.45,70.1,53.82
S04404,83.5,23.2,69.5,80.5,8.34,67.1,74.11
S04405,78.7,13.3,61.0,72.2,9.37,79.0,71.26
S04406,88.5,23.0,48.2,73.2,7.68,34.6,52.97
S04407,78.8,20.6,64.6,63.6,8.42,80.7,71.47
S04408,76.2,9.0,52.9,65.0,8.97,49.7,70.18
S04409,85.4,12.0,50.2,68.4,7.49,61.7,58.94
S04410,88.8,26.0,54.0,63.5,7.59,51.9,71.21
S04411,73.3,20.2,55.2,67.9,8.62,17.4,56.02
S04412,79.4,14.0,57.9,69.7,8.28,74.1,69.27
S04413,69.4,12.0,41.4,61.9,6.59,18.5,53.73
S04414,55.0,14.4,36.4,42.3,4.88,35.7,43.54
S04415,82.0,14.9,71.4,72.1,7.29,45.9,65.91
S04416,86.1,12.1,47.4,54.7,4.98,15.9,53.63
S04417,82.6,5.8,51.3,58.5,6.31,33.0,51.81
S04418,60.5,26.0,39.8,60.9,6.45,59.9,50.62
S04419,76.5,24.8,43.0,59.1,6.82,48.1,58.48
S04420,57.8,9.1,54.4,54.6,8.48,49.7,52.32
S04421,93.7,19.0,67.3,75.8,8.75,36.7,63.7
S04422,69.1,11.7,59.0,60.6,8.11,55.9,57.23
S04423,92.6,16.2,57.1,68.5,8.26,48.5,65.26
S04424,89.5,15.6,64.1,69.8,8.29,22.2,62.01
S04425,71.0,15.0,24.2,40.8,4.5,51.0,45.28
S04426,68.7,32.0,56.3,59.3,7.51,30.2,67.42
S04427,83.5,14.9,51.9,60.2,5.34,73.0,53.43
S04428,71.6,12.3,45.5,53.7,8.11,47.2,55.07
S04429,81.0,12.7,49.5,62.6,4.99,100.0,62.2
S04430,75.2,25.3,51.2,61.7,7.28,74.3,57.43
S04431,62.2,6.4,44.7,56.3,8.16,52.4,40.37
S04432,57.7,12.7,38.2,49.8,6.16,66.6,41.67
S04433,82.3,28.1,68.9,66.6,8.65,13.2,72.86
S04434,74.4,19.7,50.0,61.6,8.11,74.2,59.1
S04435,74.5,19.3,48.8,70.7,7.96,38.6,53.81
S04436,87.0,32.9,56.2,68.7,8.34,56.8,79.96
S04437,91.7,19.7,52.7,78.5,7.07,40.4,58.88
S04438,77.3,13.0,51.5,64.7,7.68,42.6,57.12
S04439,76.6,16.0,54.3,65.9,7.51,51.4,64.74
S04440,85.0,10.1,46.6,62.5,7.48,56.5,61.36
S04441,66.4,26.8,50.6,64.7,6.69,54.5,63.52
S04442,82.2,22.0,53.2,68.4,6.01,55.0,58.31
S04443,85.5,25.9,49.4,65.3,7.1,22.5,66.65
S04444,86.8,26.5,55.8,66.1,7.03,100.0,69.14
S04445,60.6,15.1,42.2,44.5,6.62,59.6,51.54
S04446,72.4,11.4,51.3,65.9,8.52,63.8,67.16
S04447,71.2,17.6,42.0,54.6,6.09,48.2,45.78
S04448,81.0,11.9,49.1,56.9,7.29,37.5,57.81
S04449,84.8,19.2,58.3,67.9,8.9,58.0,67.82
S04450,95.0,25.9,73.5,80.5,8.59,60.8,82.91
S04451,75.1,16.8,54.9,61.2,8.96,81.0,73.87
S04452,75.0,19.0,56.8,63.3,6.79,96.6,73.0
S04453,91.5,17.3,66.7,66.7,8.44,84.5,74.59
S04454,83.0,23.6,43.0,57.1,6.22,19.7,53.84
S04455,92.7,13.3,51.7,60.0,7.17,45.8,57.3
S04456,82.9,2.6,56.0,63.4,7.28,61.7,59.97
S04457,68.4,21.3,48.7,53.5,6.81,47.0,48.42
S04458,66.7,24.9,48.3,56.2,7.07,54.1,57.2
S04459,64.5,21.1,51.1,69.6,6.91,12.1,52.97
S04460,86.6,13.5,55.6,68.2,6.32,73.3,54.17
S04461,91.9,10.1,56.1,72.3,8.53,17.5,63.68
S04462,98.5,21.5,56.4,77.9,7.28,23.6,72.94
S04463,88.4,19.0,41.5,65.4,7.74,34.7,64.45
S04464,91.6,17.1,56.2,62.1,7.7,53.0,64.51
S04465,74.2,30.8,52.2,58.5,7.57,22.5,61.03
S04466,68.4,11.4,40.9,41.1,7.61,33.8,45.09
S04467,88.5,30.4,56.2,71.1,7.13,78.0,76.5
S04468,84.2,18.2,56.0,64.8,9.2,52.8,62.47
S04469,81.1,5.2,52.2,60.3,8.41,63.7,53.56
S04470,83.9,16.7,51.3,62.8,7.52,30.3,62.3
S04471,83.2,24.7,56.2,63.8,6.96,53.9,58.9
S04472,92.8,15.4,55.8,68.1,7.36,52.3,64.37
S04473,92.9,7.7,61.9,68.9,8.0,39.1,58.96
S04474,85.4,16.8,55.6,68.3,9.3,54.0,61.97
S04475,88.5,12.0,58.5,56.6,5.85,17.2,54.18
S04476,85.1,21.4,63.5,73.5,8.29,63.8,74.11
S04477,75.4,23.4,65.4,82.6,8.85,47.0,71.76
S04478,87.6,10.6,48.2,60.7,5.72,49.9,56.85
S04479,66.1,13.1,44.0,66.2,7.28,72.0,60.15
S04480,90.5,23.3,49.8,61.9,6.22,63.6,67.07
S04481,68.1,12.0,58.7,61.3,8.02,48.6,56.33
S04482,82.9,10.4,55.9,63.6,7.07,32.7,60.67
S04483,71.5,9.7,40.5,53.7,7.34,81.6,51.55
S04484,85.5,20.5,58.9,73.6,7.01,28.2,67.26
S04485,79.7,20.2,50.3,54.3,8.36,67.6,67.99
S04486,64.1,13.2,48.6,54.9,7.77,23.1,55.31
S04487,84.2,18.0,59.2,76.8,7.78,73.4,59.91
S04488,74.2,28.7,63.0,66.8,7.69,75.2,65.87
S04489,88.8,11.2,56.1,72.6,8.19,16.7,65.47
S04490,80.0,4.3,46.1,60.8,7.19,64.0,40.36
S04491,84.0,21.2,60.7,72.9,9.54,62.3,72.28
S04492,70.4,17.2,50.9,59.0,6.02,69.1,57.8
S04493,74.1,13.0,47.3,54.5,5.43,62.3,68.59
S04494,75.4,22.6,45.5,45.9,5.33,35.8,55.77
S04495,88.6,23.9,37.8,59.3,5.0,50.7,57.14
S04496,96.8,2.5,40.1,59.2,8.31,88.3,64.21
S04497,71.9,13.4,51.6,54.6,8.16,32.8,53.43
S04498,90.8,34.2,57.6,77.7,8.95,61.5,77.19
S04499,58.3,22.1,39.9,52.4,6.23,78.0,53.72
S04500,68.1,22.7,51.3,67.7,8.39,35.2,65.47
S04501,70.4,26.2,64.4,66.6,7.57,26.7,59.08
S04502,66.5,18.1,49.4,63.4,7.7,29.7,61.95
S04503,64.2,23.6,55.7,63.4,8.25,62.9,59.48
S04504,84.1,23.0,55.2,67.4,6.59,29.5,75.29
S04505,77.9,21.8,45.6,68.6,10.0,52.3,56.62
S04506,83.8,15.7,54.9,62.2,9.1,82.4,60.4
S04507,86.9,19.2,45.3,64.1,6.86,54.0,48.61
S04508,82.7,13.9,58.1,64.0,6.19,39.4,76.16
S04509,86.6,18.1,42.9,60.6,7.39,57.5,52.65
S04510,79.3,9.8,47.5,61.0,7.72,53.6,60.74
S04511,68.1,12.5,49.1,73.2,8.78,64.1,64.35
S04512,90.6,16.0,44.5,51.1,6.1,87.4,52.45
S04513,74.1,11.4,49.9,59.8,7.84,62.9,61.37
S04514,70.6,14.5,42.4,56.8,5.67,95.7,47.27
S04515,78.2,16.9,53.8,58.5,8.02,64.1,55.95
S04516,70.9,20.8,52.9,63.6,7.37,39.7,50.39
S04517,75.8,24.6,61.3,73.9,9.82,100.0,76.92
S04518,83.4,14.8,48.8,51.2,5.64,52.5,42.59
S04519,83.5,27.3,67.7,73.6,9.14,33.9,74.87
S04520,71.0,24.6,35.4,60.8,5.46,100.0,56.8
S04521,75.1,21.5,51.2,51.6,5.91,40.3,66.49
S04522,90.7,19.1,43.3,57.6,5.49,39.6,57.22
S04523,85.0,20.2,51.3,65.3,7.8,44.0,68.3
S04524,100.0,26.3,57.2,70.9,6.09,58.3,72.44
S04525,91.8,26.6,55.9,65.5,5.88,73.6,66.34
S04526,91.4,27.3,62.3,74.3,7.74,2.0,76.19
S04527,66.1,18.3,44.0,57.4,8.04,73.5,59.65
S04528,87.6,21.9,65.5,76.0,7.55,43.9,74.47
S04529,79.5,27.4,51.8,69.5,7.31,46.7,60.05
S04530,74.5,13.6,51.4,67.5,9.69,89.3,66.91
S04531,81.7,15.8,44.8,62.5,7.68,59.3,64.09
S04532,89.5,18.1,49.6,59.8,8.47,64.0,57.2
S04533,85.0,24.3,47.7,65.9,7.67,54.0,64.28
S04534,71.2,24.4,49.4,64.5,6.18,70.3,50.22
S04535,87.4,16.4,59.4,61.9,8.16,87.4,56.12
S04536,73.6,7.4,39.4,46.3,6.71,5.5,45.15
S04537,82.2,19.7,46.1,69.7,7.39,76.7,74.09
S04538,77.0,11.6,49.0,53.5,7.87,85.9,68.4
S04539,77.8,7.6,41.8,51.6,5.17,65.0,46.78
S04540,87.7,9.2,47.4,55.7,5.57,41.5,46.94
S04541,69.6,20.3,47.2,68.6,8.59,32.0,66.14
S04542,99.5,27.5,57.5,73.9,6.7,100.0,61.44
S04543,61.8,18.3,53.9,61.6,6.76,36.9,53.15
S04544,74.0,19.5,44.2,59.9,7.7,85.4,55.61
S04545,83.7,26.3,54.2,76.7,7.04,62.8,67.78
S04546,85.8,7.2,55.0,61.6,8.0,95.9,68.74
S04547,79.0,21.6,46.9,63.9,7.44,48.6,45.64
S04548,79.4,17.9,56.3,72.1,7.74,22.8,64.14
S04549,84.1,22.0,44.0,68.4,6.66,55.0,63.87
S04550,77.7,14.6,54.9,62.6,7.73,25.3,58.03
S04551,93.9,12.3,58.7,61.9,8.83,100.0,68.36
S04552,88.4,19.0,44.4,60.2,6.82,67.6,63.72
S04553,88.7,29.5,65.7,85.4,8.6,70.6,78.48
S04554,70.3,24.0,45.5,55.7,7.44,70.6,47.47
S04555,79.2,14.4,52.5,66.2,8.38,41.1,55.29
S04556,77.0,8.6,52.5,59.8,7.65,52.4,65.38
S04557,69.9,6.2,39.5,52.7,7.46,57.2,42.25
S04558,83.6,27.2,54.1,75.2,7.92,93.9,71.74
S04559,74.6,11.3,59.5,67.9,8.96,31.9,56.14
S04560,86.6,15.7,41.8,72.0,7.78,40.4,64.31
S04561,69.3,27.2,62.0,72.7,8.07,47.7,66.19
S04562,97.2,6.7,43.6,62.9,7.06,41.5,60.31
S04563,71.0,28.4,54.1,67.6,9.39,25.8,68.86
S04564,82.2,16.2,56.2,68.9,8.27,0.9,58.79
S04565,87.9,10.0,55.9,60.0,7.59,18.5,44.12
S04566,74.3,16.3,51.2,55.8,7.35,77.0,53.17
S04567,88.5,12.9,56.9,73.3,8.67,54.8,58.01
S04568,67.7,21.1,44.6,61.0,6.77,71.7,50.48
S04569,94.5,13.5,58.0,58.7,5.36,43.3,61.45
S04570,80.1,4.6,52.9,65.7,7.59,53.0,67.97
S04571,74.0,16.5,61.2,67.3,8.93,87.3,50.78
S04572,77.0,8.5,51.4,60.2,9.41,86.1,50.9
S04573,88.1,19.4,40.6,60.2,7.37,73.8,62.55
S04574,74.2,9.7,54.0,65.6,7.55,59.0,55.82
S04575,72.5,14.6,52.8,65.4,8.12,65.4,62.8
S04576,77.8,19.3,52.0,64.3,7.18,62.4,60.99
S04577,68.2,16.5,46.6,60.9,8.12,51.7,65.14
S04578,98.2,19.8,55.7,65.2,7.4,46.9,69.47
S04579,74.3,22.8,51.9,68.3,8.71,77.4,71.23
S04580,88.3,9.9,54.9,65.1,8.37,29.1,66.19
S04581,82.1,17.5,48.7,75.1,8.47,84.7,58.76
S04582,70.2,1.0,47.7,53.0,7.25,49.5,51.48
S04583,79.9,19.7,71.8,87.8,9.81,28.7,76.69
S04584,87.8,15.9,52.0,66.0,8.08,44.1,60.5
S04585,78.1,11.1,40.7,57.3,7.8,37.5,51.65
S04586,91.9,20.2,53.0,65.0,6.59,43.5,61.1
S04587,90.2,26.2,59.3,65.1,7.38,43.1,62.51
S04588,89.2,14.7,57.0,74.7,7.64,42.3,55.98
S04589,75.4,11.4,55.4,60.9,6.55,48.8,68.56
S04590,69.2,19.2,53.1,63.7,7.15,53.7,65.59
S04591,73.9,8.7,35.9,61.1,7.3,70.3,52.64
S04592,82.0,13.4,44.0,59.7,7.57,50.1,48.13
S04593,85.5,26.6,52.5,62.8,5.38,61.5,66.39
S04594,58.3,18.4,42.5,54.0,7.34,55.2,50.73
S04595,79.9,4.8,55.7,55.0,7.05,65.8,53.2
S04596,81.6,5.4,43.0,48.7,7.47,55.9,64.55
S04597,77.2,19.1,61.1,61.8,8.74,42.1,75.14
S04598,92.9,24.0,61.3,83.9,9.96,36.6,60.9
S04599,84.2,6.7,53.9,63.3,8.31,59.2,60.86
S04600,93.1,21.1,47.6,67.6,6.02,80.5,65.11
S04601,77.8,27.3,56.5,64.9,7.09,50.4,67.26
S04602,89.4,31.2,67.6,69.3,8.22,41.0,70.16
S04603,96.4,20.3,61.0,78.3,8.08,49.9,70.79
S04604,93.1,21.5,72.1,74.5,8.68,43.8,66.18
S04605,69.1,3.1,39.5,54.9,7.38,41.7,53.44
S04606,77.5,32.7,55.2,71.3,7.06,26.1,73.27
S04607,76.5,14.0,61.2,69.5,9.6,50.1,74.42
S04608,84.9,11.5,46.0,63.9,7.57,59.7,53.77
S04609,86.9,16.2,50.3,55.2,6.28,33.4,58.39
S04610,71.6,28.6,62.2,85.9,9.27,37.4,84.67
S04611,80.7,33.5,57.3,68.2,5.7,36.0,62.41
S04612,59.8,18.9,40.6,48.9,3.31,27.3,38.51
S04613,94.4,25.0,56.2,77.9,8.42,35.9,73.02
S04614,74.9,18.3,55.7,65.3,8.59,51.0,69.73
S04615,80.6,10.7,43.6,60.4,8.0,28.2,51.08
S04616,76.9,28.3,45.4,64.8,5.94,52.2,73.12
S04617,91.5,13.6,52.9,64.7,7.43,40.9,55.57
S04618,51.6,28.7,52.8,59.3,7.17,36.4,62.04
S04619,79.8,27.1,56.1,68.5,6.86,62.5,62.27
S04620,78.9,22.3,58.4,66.7,9.19,42.2,63.84
S04621,75.5,30.8,53.6,65.6,6.24,45.6,69.22
S04622,97.3,33.6,66.4,70.5,7.88,81.0,76.39
S04623,71.1,16.8,55.6,69.7,8.93,36.6,52.86
S04624,87.7,12.3,50.6,73.1,7.96,86.3,59.21
S04625,83.6,5.0,47.8,67.8,8.99,48.0,62.26
S04626,92.6,33.7,61.5,83.7,8.18,32.3,78.8
S04627,73.3,14.9,45.9,55.9,8.02,43.9,60.24
S04628,72.7,25.9,57.4,65.3,7.94,56.4,61.72
S04629,91.0,12.8,65.2,73.3,8.24,80.1,61.58
S04630,84.3,28.8,58.7,69.9,7.04,71.0,64.55
S04631,64.6,13.1,30.4,44.1,5.94,56.3,40.85
S04632,74.6,9.7,47.5,56.3,8.64,80.2,56.67
S04633,83.9,16.5,57.1,78.1,8.89,17.4,58.27
S04634,88.4,14.3,45.8,59.4,7.8,60.0,66.15
S04635,73.2,22.2,49.6,68.7,6.84,61.2,64.57
S04636,50.9,17.6,40.5,49.1,5.63,61.4,42.25
S04637,85.2,22.4,63.8,72.3,7.6,22.8,65.57
S04638,67.8,16.0,53.9,59.9,5.88,34.7,48.64
S04639,59.8,13.3,32.1,52.8,5.71,51.7,45.13
S04640,51.7,13.9,41.6,37.0,7.48,77.3,42.31
S04641,88.1,32.3,55.6,70.8,6.58,93.3,84.68
S04642,81.3,19.6,49.9,65.3,7.91,41.7,52.42
S04643,77.7,4.1,47.1,58.6,7.31,28.8,43.31
S04644,93.9,14.4,52.5,70.6,6.77,71.3,62.07
S04645,86.4,18.7,51.8,58.6,5.45,100.0,61.4
S04646,96.2,30.9,66.0,69.3,6.48,77.1,74.22
S04647,66.1,25.2,48.0,50.7,6.52,40.0,61.46
S04648,79.7,11.5,42.6,51.0,6.03,100.0,56.5
S04649,63.8,34.9,45.2,62.6,7.11,68.7,58.42
S04650,77.7,17.8,59.5,65.8,6.12,39.2,66.02
S04651,77.5,26.7,58.9,71.8,7.3,93.7,72.93
S04652,86.3,9.9,54.7,63.3,7.79,37.6,67.14
S04653,80.5,1.2,43.0,52.6,6.51,42.6,47.95
S04654,86.2,8.1,62.1,76.8,8.01,69.5,70.68
S04655,87.0,1.0,43.1,60.4,5.87,54.5,33.73
S04656,100.0,32.8,48.4,72.7,6.17,55.7,67.93
S04657,76.8,19.5,52.8,54.1,7.36,55.8,53.78
S04658,70.6,11.5,42.4,67.1,8.32,77.3,61.7
S04659,82.5,21.2,58.6,69.5,8.54,8.5,60.31
S04660,72.0,19.3,64.0,71.2,9.43,60.7,73.06
S04661,94.8,22.3,46.5,68.3,7.05,49.2,69.62
S04662,77.2,26.5,48.0,63.8,7.35,40.0,58.93
S04663,74.3,16.0,51.2,58.0,6.26,39.9,56.64
S04664,75.3,11.8,41.3,54.4,6.0,2.3,47.28
S04665,87.2,23.8,59.4,73.9,7.77,39.0,68.98
S04666,78.4,23.6,53.1,67.4,6.57,80.8,68.67
S04667,73.6,18.7,60.2,74.4,8.98,71.6,65.03
S04668,96.7,33.2,52.7,63.5,5.75,51.2,58.58
S04669,71.4,14.9,35.0,52.2,8.08,26.8,55.41
S04670,80.4,11.7,49.0,63.2,6.29,71.4,63.15
S04671,86.5,20.9,42.6,52.8,6.52,81.2,49.33
S04672,63.7,13.3,53.3,60.5,8.15,75.7,57.18
S04673,84.8,21.5,51.9,60.4,6.69,35.6,55.2
S04674,69.4,12.2,43.5,57.5,6.88,37.7,58.45
S04675,88.2,15.2,54.9,60.6,6.53,88.1,68.8
S04676,70.4,31.2,49.3,65.3,9.64,30.8,62.02
S04677,86.9,15.2,49.9,61.5,6.76,64.6,51.86
S04678,91.1,12.4,56.6,69.1,7.56,19.4,62.63
S04679,88.6,26.2,58.0,74.9,7.26,49.0,62.64
S04680,82.5,10.6,48.4,67.2,7.77,66.7,64.49
S04681,77.7,13.1,44.8,58.7,6.76,54.4,54.16
S04682,74.2,22.0,60.2,60.2,7.26,65.5,72.51
S04683,94.7,24.6,65.5,88.9,7.97,30.5,84.11
S04684,73.0,26.5,45.6,58.5,6.46,38.6,68.16
S04685,69.6,12.8,59.4,66.5,8.81,64.6,63.63
S04686,86.7,22.2,64.2,75.7,8.92,68.9,66.31
S04687,72.0,14.7,53.8,64.6,8.23,59.4,51.06
S04688,70.5,13.8,51.3,55.7,7.58,73.9,60.26
S04689,65.6,26.4,32.7,48.7,3.91,21.9,52.11
S04690,75.2,14.2,60.0,74.8,8.01,45.7,64.16
S04691,79.2,19.9,56.8,54.9,7.03,91.5,54.18
S04692,82.4,19.1,53.8,65.0,7.2,80.7,58.78
S04693,89.5,10.5,47.3,52.9,5.22,67.7,54.33
S04694,85.3,24.8,57.0,75.0,8.09,51.9,65.52
S04695,78.1,21.9,44.1,63.2,5.76,75.7,54.59
S04696,78.0,4.1,50.8,59.3,7.64,63.6,48.29
S04697,85.1,19.9,52.7,68.5,8.59,24.7,63.43
S04698,92.7,12.6,53.4,61.5,6.94,74.9,60.03
S04699,81.3,25.7,59.8,60.1,8.96,37.7,62.02
S04700,75.3,7.9,47.2,55.1,6.6,70.2,52.49
S04701,70.1,15.5,56.2,62.3,8.22,22.7,59.56
S04702,65.5,20.5,46.3,54.8,5.93,87.0,57.82
S04703,86.7,18.4,62.1,56.0,8.74,49.5,58.96
S04704,85.8,23.3,47.0,58.2,8.55,32.8,61.2
S04705,85.8,7.4,55.0,58.1,8.06,41.2,57.29
S04706,78.7,29.6,54.3,66.4,7.03,48.3,66.74
S04707,94.1,21.7,54.6,69.5,5.82,54.9,56.73
S04708,75.2,27.5,49.0,56.5,7.03,81.4,60.94
S04709,89.6,24.1,67.8,75.6,8.83,56.4,76.93
S04710,79.6,17.9,53.9,61.9,7.66,11.6,55.54
S04711,73.9,9.0,37.4,60.6,5.64,30.4,50.5
S04712,85.9,14.1,45.2,57.4,6.15,100.0,58.25
S04713,84.1,29.1,66.7,74.3,9.0,57.7,71.59
S04714,83.6,27.7,57.4,66.3,8.09,74.0,77.17
S04715,80.8,13.7,46.5,48.4,6.02,48.8,50.88
S04716,79.6,1.0,39.2,53.8,5.38,34.9,43.51
S04717,100.0,16.5,61.5,70.4,6.75,45.4,63.2
S04718,91.8,16.0,51.3,60.2,5.28,57.6,67.45
S04719,87.2,16.3,46.0,63.7,7.31,45.8,68.23
S04720,81.1,21.7,55.2,63.4,10.0,93.4,76.14
S04721,90.1,24.1,51.3,72.9,5.58,42.7,69.31
S04722,85.2,24.9,51.3,57.1,7.28,33.9,57.09
S04723,80.3,21.1,44.9,73.8,9.07,71.2,63.65
S04724,77.0,5.4,45.5,59.2,8.4,73.6,50.39
S04725,79.2,15.6,48.9,59.5,7.32,55.6,64.4
S04726,48.3,34.1,44.7,57.9,7.32,43.0,72.5
S04727,82.1,20.6,53.7,61.2,6.11,17.0,62.66
S04728,75.1,20.6,37.1,60.9,7.18,79.4,68.57
S04729,95.9,20.5,53.9,72.0,7.79,72.4,71.54
S04730,80.2,20.9,61.8,74.6,8.83,46.2,70.07
S04731,68.1,1.3,37.1,54.3,6.76,56.2,41.95
S04732,79.5,16.3,43.5,58.5,7.27,50.5,60.67
S04733,69.5,17.7,41.4,58.9,6.36,87.6,61.24
S04734,84.7,27.0,59.8,73.5,7.77,34.2,75.28
S04735,82.9,18.3,54.4,74.2,8.44,42.6,65.87
S04736,89.6,6.5,49.3,62.7,8.26,40.7,58.8
S04737,72.1,21.0,49.3,65.1,6.1,61.2,58.47
S04738,80.3,12.4,53.2,59.6,7.68,56.1,55.07
S04739,66.3,9.5,35.3,39.5,6.69,59.0,50.72
S04740,87.0,12.2,56.6,62.0,8.71,37.4,50.1
S04741,85.2,21.8,46.5,61.9,7.31,84.7,53.57
S04742,85.0,26.8,57.9,67.3,5.68,45.9,61.47
S04743,80.0,21.4,59.8,67.2,7.24,78.8,58.05
S04744,84.1,22.4,54.6,72.1,8.05,100.0,75.74
S04745,96.0,21.3,65.2,69.2,7.79,37.5,66.48
S04746,77.1,18.7,45.1,67.7,6.89,61.8,64.99
S04747,81.4,22.9,51.1,70.3,6.8,52.4,71.36
S04748,69.1,1.1,36.5,52.9,6.31,95.6,46.8
S04749,71.3,18.8,48.2,65.2,7.03,49.4,60.26
S04750,81.0,10.7,47.4,50.8,6.47,60.0,60.67
S04751,91.0,26.1,61.4,78.5,8.66,59.5,79.78
S04752,77.4,17.0,47.2,62.4,6.42,53.0,44.81
S04753,77.6,18.2,52.7,68.5,7.65,70.1,60.37
S04754,75.9,7.5,55.3,65.9,7.57,56.9,60.02
S04755,74.7,25.1,44.0,65.1,8.63,64.6,65.4
S04756,82.9,22.4,69.8,77.4,8.81,59.3,66.2
S04757,65.0,21.9,49.2,66.7,8.34,42.9,50.32
S04758,92.8,12.3,55.0,65.3,7.92,49.6,66.12
S04759,73.3,12.6,52.6,60.2,6.24,66.1,50.43
S04760,87.2,19.6,54.5,62.0,6.22,66.0,61.27
